:ID,:START_ID,:END_ID,:TYPE,importance:Double
e_0000885,d_chronic_kidney_disease,s_kidney_failure,CAUSES,0.041
e_0000886,d_chronic_kidney_disease,s_low_blood_pressure,CAUSES,0.033
e_0000887,d_chronic_kidney_disease,s_infection,CAUSES,0.03
e_0000888,d_chronic_kidney_disease,s_weakness,CAUSES,0.029
e_0000889,d_chronic_kidney_disease,s_fever,CAUSES,0.022
e_0000890,d_chronic_kidney_disease,s_diarrhea,CAUSES,0.02
e_0000891,d_chronic_kidney_disease,s_coughing,CAUSES,0.02
e_0000892,d_chronic_kidney_disease,s_shortness_of_breath,CAUSES,0.019
e_0000893,d_chronic_kidney_disease,s_vomiting,CAUSES,0.019
e_0000894,d_chronic_kidney_disease,s_lethargy,CAUSES,0.015
e_0000895,d_chronic_kidney_disease,s_chills,CAUSES,0.012
e_0000896,d_chronic_kidney_disease,s_bleeding,CAUSES,0.011
e_0000897,d_chronic_kidney_disease,s_abdominal_pain,CAUSES,0.01
e_0000898,d_chronic_kidney_disease,s_fatigue,CAUSES,0.009
e_0000899,d_chronic_kidney_disease,s_low_oxygen_in_the_body,CAUSES,0.008
e_0000900,d_chronic_kidney_disease,s_cough_with_phlegm,CAUSES,0.007
e_0000901,d_chronic_kidney_disease,s_malaise,CAUSES,0.007
e_0000902,d_chronic_kidney_disease,s_confusion,CAUSES,0.006
e_0000903,d_chronic_kidney_disease,s_fluid_in_the_lungs,CAUSES,0.006
e_0000904,d_chronic_kidney_disease,s_redness,CAUSES,0.005
e_0000905,d_chronic_kidney_disease,s_mental_confusion,CAUSES,0.005
e_0000906,d_chronic_obstructive_pulmonary_disease,s_coughing,CAUSES,0.186
e_0000907,d_chronic_obstructive_pulmonary_disease,s_shortness_of_breath,CAUSES,0.112
e_0000908,d_chronic_obstructive_pulmonary_disease,s_cough_with_phlegm,CAUSES,0.071
e_0000909,d_chronic_obstructive_pulmonary_disease,s_wheezing,CAUSES,0.066
e_0000910,d_chronic_obstructive_pulmonary_disease,s_low_oxygen_in_the_body,CAUSES,0.026
e_0000911,d_chronic_obstructive_pulmonary_disease,s_acute_episodes,CAUSES,0.02
e_0000912,d_chronic_obstructive_pulmonary_disease,s_lethargy,CAUSES,0.015
e_0000913,d_chronic_obstructive_pulmonary_disease,s_fever,CAUSES,0.013
e_0000914,d_chronic_obstructive_pulmonary_disease,s_chills,CAUSES,0.013
e_0000915,d_chronic_obstructive_pulmonary_disease,s_chest_tightness,CAUSES,0.012
e_0000916,d_chronic_obstructive_pulmonary_disease,s_respiratory_distress,CAUSES,0.012
e_0000917,d_chronic_obstructive_pulmonary_disease,s_difficulty_breathing,CAUSES,0.011
e_0000918,d_chronic_obstructive_pulmonary_disease,s_weakness,CAUSES,0.01
e_0000919,d_chronic_obstructive_pulmonary_disease,s_phlegm,CAUSES,0.01
e_0000920,d_chronic_obstructive_pulmonary_disease,s_fatigue,CAUSES,0.008
e_0000921,d_chronic_obstructive_pulmonary_disease,s_fast_breathing,CAUSES,0.008
e_0000922,d_chronic_obstructive_pulmonary_disease,s_chronic_cough,CAUSES,0.006
e_0000923,d_chronic_obstructive_pulmonary_disease,s_anxiety,CAUSES,0.006
e_0000924,d_chronic_obstructive_pulmonary_disease,s_low_blood_pressure,CAUSES,0.006
e_0000925,d_chronic_obstructive_pulmonary_disease,s_dry_cough,CAUSES,0.006
e_0000926,d_chronic_obstructive_pulmonary_disease,s_fast_heart_rate,CAUSES,0.006
e_0000927,d_chronic_obstructive_pulmonary_disease,s_sadness,CAUSES,0.005
e_0000928,d_chronic_obstructive_pulmonary_disease,s_depression,CAUSES,0.005
e_0000929,d_chronic_obstructive_pulmonary_disease,s_confusion,CAUSES,0.005
e_0000930,d_chronic_obstructive_pulmonary_disease,s_infection,CAUSES,0.005
e_0000931,d_chronic_obstructive_pulmonary_disease,s_chest_pressure,CAUSES,0.005
e_0000932,d_chronic_pain,s_pain,CAUSES,0.556
e_0000933,d_chronic_pain,s_back_pain,CAUSES,0.114
e_0000934,d_chronic_pain,s_abdominal_pain,CAUSES,0.074
e_0000935,d_chronic_pain,s_sadness,CAUSES,0.07
e_0000936,d_chronic_pain,s_depression,CAUSES,0.07
e_0000937,d_chronic_pain,s_chronic_back_pain,CAUSES,0.058
e_0000938,d_chronic_pain,s_nausea,CAUSES,0.053
e_0000939,d_chronic_pain,s_anxiety,CAUSES,0.041
e_0000940,d_chronic_pain,s_leg_pain,CAUSES,0.038
e_0000941,d_chronic_pain,s_weakness,CAUSES,0.031
e_0000942,d_chronic_pain,s_numbness,CAUSES,0.026
e_0000943,d_chronic_pain,s_neck_pain,CAUSES,0.025
e_0000944,d_chronic_pain,s_vomiting,CAUSES,0.023
e_0000945,d_chronic_pain,s_knee_pain,CAUSES,0.022
e_0000946,d_chronic_pain,s_diarrhea,CAUSES,0.021
e_0000947,d_chronic_pain,s_shoulder_pain,CAUSES,0.02
e_0000948,d_chronic_pain,s_hip_pain,CAUSES,0.019
e_0000949,d_chronic_pain,s_constipation,CAUSES,0.019
e_0000950,d_chronic_pain,s_tenderness,CAUSES,0.018
e_0000951,d_chronic_pain,s_severe_pain,CAUSES,0.018
e_0000952,d_chronic_pain,s_crying,CAUSES,0.017
e_0000953,d_chronic_pain,s_falling,CAUSES,0.016
e_0000954,d_cirrhosis_of_the_liver,s_fluid_in_the_abdomen,CAUSES,0.229
e_0000955,d_cirrhosis_of_the_liver,s_abdominal_pain,CAUSES,0.097
e_0000956,d_cirrhosis_of_the_liver,s_pain,CAUSES,0.096
e_0000957,d_cirrhosis_of_the_liver,s_nausea,CAUSES,0.072
e_0000958,d_cirrhosis_of_the_liver,s_yellow_skin_and_eyes,CAUSES,0.071
e_0000959,d_cirrhosis_of_the_liver,s_swollen_veins_in_the_lower_esophagus,CAUSES,0.067
e_0000960,d_cirrhosis_of_the_liver,s_confusion,CAUSES,0.055
e_0000961,d_cirrhosis_of_the_liver,s_mental_confusion,CAUSES,0.049
e_0000962,d_cirrhosis_of_the_liver,s_lethargy,CAUSES,0.045
e_0000963,d_cirrhosis_of_the_liver,s_vomiting,CAUSES,0.044
e_0000964,d_cirrhosis_of_the_liver,s_weakness,CAUSES,0.039
e_0000965,d_cirrhosis_of_the_liver,s_diarrhea,CAUSES,0.037
e_0000966,d_cirrhosis_of_the_liver,s_abdominal_distension,CAUSES,0.03
e_0000967,d_cirrhosis_of_the_liver,s_vomiting_blood,CAUSES,0.03
e_0000968,d_cirrhosis_of_the_liver,s_chills,CAUSES,0.029
e_0000969,d_cirrhosis_of_the_liver,s_fatigue,CAUSES,0.028
e_0000970,d_cirrhosis_of_the_liver,s_bleeding,CAUSES,0.027
e_0000971,d_cirrhosis_of_the_liver,s_dark_stool_from_digested_blood,CAUSES,0.025
e_0000972,d_cirrhosis_of_the_liver,s_flapping_tremor,CAUSES,0.025
e_0000973,d_cirrhosis_of_the_liver,s_shortness_of_breath,CAUSES,0.022
e_0000974,d_cirrhosis_of_the_liver,s_fever,CAUSES,0.02
e_0000975,d_cirrhosis_of_the_liver,s_low_blood_pressure,CAUSES,0.018
e_0000976,d_cirrhosis_of_the_liver,s_weight_gain,CAUSES,0.016
e_0000977,d_cirrhosis_of_the_liver,s_discomfort,CAUSES,0.015
e_0000978,d_cirrhosis_of_the_liver,s_bleeding_from_anus,CAUSES,0.014
e_0000979,d_cirrhosis_of_the_liver,s_swelling,CAUSES,0.013
e_0000980,d_cirrhosis_of_the_liver,s_infection,CAUSES,0.013
e_0000981,d_cirrhosis_of_the_liver,s_lightheadedness,CAUSES,0.008
e_0000982,d_cirrhosis_of_the_liver,s_abdominal_discomfort,CAUSES,0.007
e_0000983,d_cirrhosis_of_the_liver,s_bruising,CAUSES,0.007
e_0000984,d_cirrhosis_of_the_liver,s_kidney_failure,CAUSES,0.007
e_0000985,d_cirrhosis_of_the_liver,s_coughing,CAUSES,0.007
e_0000986,d_cirrhosis_of_the_liver,s_lesion,CAUSES,0.007
e_0000987,d_cirrhosis_of_the_liver,s_dizziness,CAUSES,0.006
e_0000988,d_cirrhosis_of_the_liver,s_pain_in_upper_abdomen,CAUSES,0.006
e_0000989,d_colon_cancer,s_nausea,CAUSES,0.179
e_0000990,d_colon_cancer,s_abdominal_pain,CAUSES,0.137
e_0000991,d_colon_cancer,s_vomiting,CAUSES,0.107
e_0000992,d_colon_cancer,s_pain,CAUSES,0.104
e_0000993,d_colon_cancer,s_diarrhea,CAUSES,0.076
e_0000994,d_colon_cancer,s_constipation,CAUSES,0.06
e_0000995,d_colon_cancer,s_bowel_obstruction,CAUSES,0.047
e_0000996,d_colon_cancer,s_weakness,CAUSES,0.043
e_0000997,d_colon_cancer,s_lethargy,CAUSES,0.038
e_0000998,d_colon_cancer,s_fatigue,CAUSES,0.03
e_0000999,d_colon_cancer,s_chills,CAUSES,0.029
e_0001000,d_colon_cancer,s_dehydration,CAUSES,0.028
e_0001001,d_colon_cancer,s_shortness_of_breath,CAUSES,0.027
e_0001002,d_colon_cancer,s_discomfort,CAUSES,0.025
e_0001003,d_colon_cancer,s_low_blood_pressure,CAUSES,0.022
e_0001004,d_colon_cancer,s_dizziness,CAUSES,0.022
e_0001005,d_colon_cancer,s_fast_heart_rate,CAUSES,0.02
e_0001006,d_colon_cancer,s_infection,CAUSES,0.019
e_0001007,d_colon_cancer,s_blood_in_stool,CAUSES,0.017
e_0001008,d_colon_cancer,s_loss_of_appetite,CAUSES,0.016
e_0001009,d_colon_cancer,s_cramping,CAUSES,0.015
e_0001010,d_colon_cancer,s_back_pain,CAUSES,0.012
e_0001011,d_colon_cancer,s_failure_to_thrive,CAUSES,0.012
e_0001012,d_colon_cancer,s_poor_appetite,CAUSES,0.011
e_0001013,d_colon_cancer,s_sadness,CAUSES,0.01
e_0001014,d_colon_cancer,s_dark_stool_from_digested_blood,CAUSES,0.01
e_0001015,d_colon_cancer,s_depression,CAUSES,0.01
e_0001016,d_colon_cancer,s_weight_loss,CAUSES,0.01
e_0001017,d_common_cold,s_chills,CAUSES,0.083
e_0001018,d_common_cold,s_sore_throat,CAUSES,0.075
e_0001019,d_common_cold,s_coughing,CAUSES,0.071
e_0001020,d_common_cold,s_fever,CAUSES,0.057
e_0001021,d_common_cold,s_nasal_congestion,CAUSES,0.039
e_0001022,d_common_cold,s_headache,CAUSES,0.036
e_0001023,d_common_cold,s_runny_nose,CAUSES,0.029
e_0001024,d_common_cold,s_numbness,CAUSES,0.024
e_0001025,d_common_cold,s_dry_cough,CAUSES,0.019
e_0001026,d_common_cold,s_nausea,CAUSES,0.018
e_0001027,d_common_cold,s_fatigue,CAUSES,0.014
e_0001028,d_common_cold,s_ear_pain,CAUSES,0.013
e_0001029,d_common_cold,s_dizziness,CAUSES,0.012
e_0001030,d_common_cold,s_diarrhea,CAUSES,0.011
e_0001031,d_common_cold,s_malaise,CAUSES,0.011
e_0001032,d_common_cold,s_fainting,CAUSES,0.01
e_0001033,d_common_cold,s_lethargy,CAUSES,0.009
e_0001034,d_common_cold,s_lightheadedness,CAUSES,0.008
e_0001035,d_common_cold,s_sneezing,CAUSES,0.008
e_0001036,d_common_cold,s_discomfort,CAUSES,0.008
e_0001037,d_common_cold,s_shivering,CAUSES,0.007
e_0001038,d_common_cold,s_stuffy_nose,CAUSES,0.007
e_0001039,d_common_cold,s_racing_heartbeat,CAUSES,0.006
e_0001040,d_common_cold,s_sinus_pressure,CAUSES,0.006
e_0001041,d_common_cold,s_feeling_cold,CAUSES,0.005
e_0001042,d_common_cold,s_foot_pain,CAUSES,0.004
e_0001043,d_common_cold,s_pins_and_needles,CAUSES,0.004
e_0001044,d_common_cold,s_sweating,CAUSES,0.004
e_0001045,d_common_cold,s_phlegm,CAUSES,0.004
e_0001046,d_common_cold,s_skin_rash,CAUSES,0.004
e_0001047,d_common_cold,s_sensitivity_to_light,CAUSES,0.004
e_0001048,d_common_cold,s_night_sweats,CAUSES,0.004
e_0001049,d_common_cold,s_low_body_temperature,CAUSES,0.004
e_0001050,d_common_cold,s_mild_cough,CAUSES,0.003
e_0001051,d_common_cold,s_eye_redness,CAUSES,0.003
e_0001052,d_common_cold,s_cough_with_phlegm,CAUSES,0.003
e_0001053,d_common_cold,s_loss_of_appetite,CAUSES,0.003
e_0001054,d_common_cold,s_head_congestion,CAUSES,0.003
e_0001055,d_common_cold,s_leg_pain,CAUSES,0.003
e_0001056,d_common_cold,s_ache,CAUSES,0.003
e_0001057,d_concussion,s_headache,CAUSES,0.24
e_0001058,d_concussion,s_nausea,CAUSES,0.176
e_0001059,d_concussion,s_neck_pain,CAUSES,0.118
e_0001060,d_concussion,s_dizziness,CAUSES,0.112
e_0001061,d_concussion,s_tenderness,CAUSES,0.082
e_0001062,d_concussion,s_blurred_vision,CAUSES,0.046
e_0001063,d_concussion,s_confusion,CAUSES,0.045
e_0001064,d_concussion,s_fainting,CAUSES,0.042
e_0001065,d_concussion,s_mental_confusion,CAUSES,0.04
e_0001066,d_concussion,s_bruising,CAUSES,0.038
e_0001067,d_concussion,s_falling,CAUSES,0.038
e_0001068,d_concussion,s_sensitivity_to_light,CAUSES,0.031
e_0001069,d_concussion,s_vomiting,CAUSES,0.027
e_0001070,d_concussion,s_lightheadedness,CAUSES,0.021
e_0001071,d_concussion,s_amnesia,CAUSES,0.019
e_0001072,d_concussion,s_shoulder_pain,CAUSES,0.018
e_0001073,d_concussion,s_back_pain,CAUSES,0.017
e_0001074,d_concussion,s_numbness,CAUSES,0.016
e_0001075,d_concussion,s_difficulty_concentrating,CAUSES,0.015
e_0001076,d_concussion,s_memory_loss,CAUSES,0.014
e_0001077,d_concussion,s_double_vision,CAUSES,0.014
e_0001078,d_concussion,s_lethargy,CAUSES,0.011
e_0001079,d_concussion,s_vertigo,CAUSES,0.011
e_0001080,d_concussion,s_elbow_pain,CAUSES,0.01
e_0001081,d_concussion,s_stiffness,CAUSES,0.01
e_0001082,d_concussion,s_rib_pain,CAUSES,0.009
e_0001083,d_concussion,s_unsteady_gait,CAUSES,0.009
e_0001084,d_concussion,s_fatigue,CAUSES,0.008
e_0001085,d_concussion,s_persistent_headache,CAUSES,0.007
e_0001086,d_concussion,s_knee_pain,CAUSES,0.007
e_0001087,d_concussion,s_ache,CAUSES,0.007
e_0001088,d_concussion,s_arm_pain,CAUSES,0.007
e_0001089,d_concussion,s_rapid_involuntary_eye_movement,CAUSES,0.006
e_0001090,d_concussion,s_disorientation,CAUSES,0.006
e_0001091,d_concussion,s_ice_pack,CAUSES,0.006
e_0001092,d_concussion,s_severe_headache,CAUSES,0.005
e_0001093,d_concussion,s_malnutrition,CAUSES,0.005
e_0001094,d_concussion,s_fear_of_loud_sounds,CAUSES,0.004
e_0001095,d_concussion,s_facial_pain,CAUSES,0.004
e_0001096,d_congestive_heart_failure,s_shortness_of_breath,CAUSES,0.293
e_0001097,d_congestive_heart_failure,s_swelling,CAUSES,0.097
e_0001098,d_congestive_heart_failure,s_coughing,CAUSES,0.095
e_0001099,d_congestive_heart_failure,s_shortness_of_breath_while_lying_down,CAUSES,0.08
e_0001100,d_congestive_heart_failure,s_weight_gain,CAUSES,0.065
e_0001101,d_congestive_heart_failure,s_fluid_in_the_lungs,CAUSES,0.052
e_0001102,d_congestive_heart_failure,s_wheezing,CAUSES,0.04
e_0001103,d_congestive_heart_failure,s_low_oxygen_in_the_body,CAUSES,0.034
e_0001104,d_congestive_heart_failure,s_cough_with_phlegm,CAUSES,0.027
e_0001105,d_congestive_heart_failure,s_lethargy,CAUSES,0.024
e_0001106,d_congestive_heart_failure,s_difficulty_breathing,CAUSES,0.021
e_0001107,d_congestive_heart_failure,s_chest_pressure,CAUSES,0.018
e_0001108,d_congestive_heart_failure,s_dry_cough,CAUSES,0.017
e_0001109,d_congestive_heart_failure,s_fatigue,CAUSES,0.017
e_0001110,d_congestive_heart_failure,s_respiratory_distress,CAUSES,0.017
e_0001111,d_congestive_heart_failure,s_chest_tightness,CAUSES,0.013
e_0001112,d_congestive_heart_failure,s_fast_breathing,CAUSES,0.013
e_0001113,d_congestive_heart_failure,s_swelling_in_extremities,CAUSES,0.012
e_0001114,d_congestive_heart_failure,s_kidney_failure,CAUSES,0.011
e_0001115,d_congestive_heart_failure,s_regurgitation,CAUSES,0.009
e_0001116,d_congestive_heart_failure,s_weakness,CAUSES,0.008
e_0001117,d_congestive_heart_failure,s_phlegm,CAUSES,0.008
e_0001118,d_congestive_heart_failure,s_low_blood_pressure,CAUSES,0.008
e_0001119,d_congestive_heart_failure,s_chest_discomfort,CAUSES,0.006
e_0001120,d_congestive_heart_failure,s_slow_heart_rate,CAUSES,0.004
e_0001121,d_congestive_heart_failure,s_mild_cough,CAUSES,0.004
e_0001122,d_congestive_heart_failure,s_chronic_cough,CAUSES,0.004
e_0001123,d_coronary_artery_disease,s_shortness_of_breath,CAUSES,0.051
e_0001124,d_coronary_artery_disease,s_regurgitation,CAUSES,0.022
e_0001125,d_coronary_artery_disease,s_fainting,CAUSES,0.022
e_0001126,d_coronary_artery_disease,s_low_blood_pressure,CAUSES,0.021
e_0001127,d_coronary_artery_disease,s_lesion,CAUSES,0.021
e_0001128,d_coronary_artery_disease,s_chest_pressure,CAUSES,0.018
e_0001129,d_coronary_artery_disease,s_depression,CAUSES,0.016
e_0001130,d_coronary_artery_disease,s_sadness,CAUSES,0.015
e_0001131,d_coronary_artery_disease,s_weakness,CAUSES,0.013
e_0001132,d_coronary_artery_disease,s_back_pain,CAUSES,0.012
e_0001133,d_coronary_artery_disease,s_malnutrition,CAUSES,0.011
e_0001134,d_coronary_artery_disease,s_discomfort,CAUSES,0.01
e_0001135,d_coronary_artery_disease,s_chest_discomfort,CAUSES,0.008
e_0001136,d_coronary_artery_disease,s_leg_pain,CAUSES,0.007
e_0001137,d_coronary_artery_disease,s_infection,CAUSES,0.007
e_0001138,d_coronary_artery_disease,s_leg_pain_during_exercise,CAUSES,0.006
e_0001139,d_crohn_s_disease,s_pain,CAUSES,0.548
e_0001140,d_crohn_s_disease,s_abdominal_pain,CAUSES,0.292
e_0001141,d_crohn_s_disease,s_nausea,CAUSES,0.276
e_0001142,d_crohn_s_disease,s_acute_episodes,CAUSES,0.245
e_0001143,d_crohn_s_disease,s_diarrhea,CAUSES,0.201
e_0001144,d_crohn_s_disease,s_vomiting,CAUSES,0.133
e_0001145,d_crohn_s_disease,s_chills,CAUSES,0.093
e_0001146,d_crohn_s_disease,s_fever,CAUSES,0.061
e_0001147,d_crohn_s_disease,s_bowel_obstruction,CAUSES,0.043
e_0001148,d_crohn_s_disease,s_cramping,CAUSES,0.042
e_0001149,d_crohn_s_disease,s_tenderness,CAUSES,0.038
e_0001150,d_crohn_s_disease,s_dehydration,CAUSES,0.027
e_0001151,d_crohn_s_disease,s_discomfort,CAUSES,0.025
e_0001152,d_crohn_s_disease,s_lower_abdominal_pain,CAUSES,0.022
e_0001153,d_crohn_s_disease,s_blood_in_stool,CAUSES,0.02
e_0001154,d_crohn_s_disease,s_infection,CAUSES,0.019
e_0001155,d_crohn_s_disease,s_rectal_pain,CAUSES,0.016
e_0001156,d_crohn_s_disease,s_bleeding_from_anus,CAUSES,0.015
e_0001157,d_crohn_s_disease,s_constipation,CAUSES,0.013
e_0001158,d_crohn_s_disease,s_lethargy,CAUSES,0.013
e_0001159,d_crohn_s_disease,s_fatigue,CAUSES,0.012
e_0001160,d_crohn_s_disease,s_pain_in_upper_abdomen,CAUSES,0.011
e_0001161,d_crohn_s_disease,s_low_blood_pressure,CAUSES,0.01
e_0001162,d_crohn_s_disease,s_pain_during_urination,CAUSES,0.009
e_0001163,d_crohn_s_disease,s_watery_diarrhea,CAUSES,0.009
e_0001164,d_crohn_s_disease,s_abdominal_discomfort,CAUSES,0.009
e_0001165,d_crohn_s_disease,s_weight_loss,CAUSES,0.008
e_0001166,d_crohn_s_disease,s_belching,CAUSES,0.008
e_0001167,d_crohn_s_disease,s_abdominal_tenderness,CAUSES,0.008
e_0001168,d_crohn_s_disease,s_abdominal_distension,CAUSES,0.007
e_0001169,d_crohn_s_disease,s_lightheadedness,CAUSES,0.007
e_0001170,d_crohn_s_disease,s_sharp_pain,CAUSES,0.006
e_0001171,d_crohn_s_disease,s_bone_loss,CAUSES,0.005
e_0001172,d_deep_vein_thrombosis,s_pain,CAUSES,0.284
e_0001173,d_deep_vein_thrombosis,s_swelling,CAUSES,0.237
e_0001174,d_deep_vein_thrombosis,s_leg_pain,CAUSES,0.095
e_0001175,d_deep_vein_thrombosis,s_calf_pain,CAUSES,0.052
e_0001176,d_deep_vein_thrombosis,s_shortness_of_breath,CAUSES,0.037
e_0001177,d_deep_vein_thrombosis,s_lower_extremity_pain,CAUSES,0.032
e_0001178,d_deep_vein_thrombosis,s_coughing,CAUSES,0.028
e_0001179,d_deep_vein_thrombosis,s_fast_heart_rate,CAUSES,0.024
e_0001180,d_deep_vein_thrombosis,s_malnutrition,CAUSES,0.02
e_0001181,d_deep_vein_thrombosis,s_weakness,CAUSES,0.02
e_0001182,d_deep_vein_thrombosis,s_tenderness,CAUSES,0.019
e_0001183,d_deep_vein_thrombosis,s_bleeding,CAUSES,0.019
e_0001184,d_deep_vein_thrombosis,s_coughing_up_blood,CAUSES,0.017
e_0001185,d_deep_vein_thrombosis,s_discomfort,CAUSES,0.014
e_0001186,d_deep_vein_thrombosis,s_arm_pain,CAUSES,0.013
e_0001187,d_deep_vein_thrombosis,s_redness,CAUSES,0.011
e_0001188,d_dementia,s_confusion,CAUSES,0.121
e_0001189,d_dementia,s_mental_confusion,CAUSES,0.093
e_0001190,d_dementia,s_fainting,CAUSES,0.042
e_0001191,d_dementia,s_agitation,CAUSES,0.038
e_0001192,d_dementia,s_hip_pain,CAUSES,0.026
e_0001193,d_dementia,s_lethargy,CAUSES,0.02
e_0001194,d_dementia,s_weakness,CAUSES,0.018
e_0001195,d_dementia,s_delirium,CAUSES,0.018
e_0001196,d_dementia,s_low_blood_pressure,CAUSES,0.017
e_0001197,d_dementia,s_seizures,CAUSES,0.011
e_0001198,d_dementia,s_bruising,CAUSES,0.011
e_0001199,d_dementia,s_wandering_and_getting_lost,CAUSES,0.011
e_0001200,d_dementia,s_low_oxygen_in_the_body,CAUSES,0.011
e_0001201,d_dementia,s_depression,CAUSES,0.011
e_0001202,d_dementia,s_sadness,CAUSES,0.01
e_0001203,d_dementia,s_incontinence,CAUSES,0.01
e_0001204,d_dementia,s_failure_to_thrive,CAUSES,0.009
e_0001205,d_dementia,s_infection,CAUSES,0.009
e_0001206,d_dementia,s_falling,CAUSES,0.009
e_0001207,d_dementia,s_leaking_of_urine,CAUSES,0.008
e_0001208,d_dementia,s_dehydration,CAUSES,0.007
e_0001209,d_dementia,s_paranoia,CAUSES,0.007
e_0001210,d_dementia,s_memory_loss,CAUSES,0.007
e_0001211,d_dementia,s_screaming,CAUSES,0.006
e_0001212,d_dementia,s_visual_hallucinations,CAUSES,0.005
e_0001213,d_dementia,s_confusion_in_the_evening_hours,CAUSES,0.005
e_0001214,d_dementia,s_unsteady_gait,CAUSES,0.004
e_0001215,d_dementia,s_aggression,CAUSES,0.004
e_0001216,d_dementia,s_fast_breathing,CAUSES,0.004
e_0001217,d_dementia,s_difficulty_swallowing,CAUSES,0.003
e_0001218,d_dementia,s_malnutrition,CAUSES,0.003
e_0001219,d_dementia,s_slow_heart_rate,CAUSES,0.003
e_0001220,d_dementia,s_kidney_failure,CAUSES,0.003
e_0001221,d_diverticulitis,s_pain,CAUSES,0.657
e_0001222,d_diverticulitis,s_abdominal_pain,CAUSES,0.271
e_0001223,d_diverticulitis,s_nausea,CAUSES,0.224
e_0001224,d_diverticulitis,s_diarrhea,CAUSES,0.152
e_0001225,d_diverticulitis,s_chills,CAUSES,0.121
e_0001226,d_diverticulitis,s_fever,CAUSES,0.072
e_0001227,d_diverticulitis,s_vomiting,CAUSES,0.059
e_0001228,d_diverticulitis,s_constipation,CAUSES,0.057
e_0001229,d_diverticulitis,s_tenderness,CAUSES,0.051
e_0001230,d_diverticulitis,s_cramping,CAUSES,0.044
e_0001231,d_diverticulitis,s_lower_abdominal_pain,CAUSES,0.041
e_0001232,d_diverticulitis,s_acute_episodes,CAUSES,0.026
e_0001233,d_diverticulitis,s_discomfort,CAUSES,0.026
e_0001234,d_diverticulitis,s_pain_during_urination,CAUSES,0.021
e_0001235,d_diverticulitis,s_loss_of_appetite,CAUSES,0.017
e_0001236,d_diverticulitis,s_flank_pain,CAUSES,0.015
e_0001237,d_diverticulitis,s_blood_in_stool,CAUSES,0.014
e_0001238,d_diverticulitis,s_bowel_obstruction,CAUSES,0.014
e_0001239,d_diverticulitis,s_abdominal_discomfort,CAUSES,0.012
e_0001240,d_diverticulitis,s_bleeding_from_anus,CAUSES,0.012
e_0001241,d_diverticulitis,s_watery_diarrhea,CAUSES,0.01
e_0001242,d_diverticulitis,s_blood_in_urine,CAUSES,0.01
e_0001243,d_diverticulitis,s_pain_in_upper_abdomen,CAUSES,0.01
e_0001244,d_diverticulitis,s_pain_in_lower_abdomen,CAUSES,0.009
e_0001245,d_diverticulitis,s_severe_pain,CAUSES,0.007
e_0001246,d_diverticulitis,s_abdominal_tenderness,CAUSES,0.006
e_0001247,d_diverticulosis,s_pain,CAUSES,0.187
e_0001248,d_diverticulosis,s_diarrhea,CAUSES,0.116
e_0001249,d_diverticulosis,s_abdominal_pain,CAUSES,0.11
e_0001250,d_diverticulosis,s_nausea,CAUSES,0.084
e_0001251,d_diverticulosis,s_bleeding_from_anus,CAUSES,0.084
e_0001252,d_diverticulosis,s_cramping,CAUSES,0.06
e_0001253,d_diverticulosis,s_bleeding,CAUSES,0.059
e_0001254,d_diverticulosis,s_constipation,CAUSES,0.04
e_0001255,d_diverticulosis,s_vomiting,CAUSES,0.038
e_0001256,d_diverticulosis,s_lightheadedness,CAUSES,0.034
e_0001257,d_diverticulosis,s_dizziness,CAUSES,0.026
e_0001258,d_diverticulosis,s_lower_abdominal_pain,CAUSES,0.026
e_0001259,d_diverticulosis,s_discomfort,CAUSES,0.025
e_0001260,d_diverticulosis,s_blood_in_stool,CAUSES,0.02
e_0001261,d_diverticulosis,s_dark_stool_from_digested_blood,CAUSES,0.02
e_0001262,d_diverticulosis,s_chills,CAUSES,0.018
e_0001263,d_diverticulosis,s_lesion,CAUSES,0.017
e_0001264,d_diverticulosis,s_cyst,CAUSES,0.017
e_0001265,d_drug_withdrawal,s_sadness,CAUSES,0.186
e_0001266,d_drug_withdrawal,s_depression,CAUSES,0.184
e_0001267,d_drug_withdrawal,s_anxiety,CAUSES,0.182
e_0001268,d_drug_withdrawal,s_nausea,CAUSES,0.083
e_0001269,d_drug_withdrawal,s_seizures,CAUSES,0.049
e_0001270,d_drug_withdrawal,s_thoughts_of_suicide,CAUSES,0.049
e_0001271,d_drug_withdrawal,s_substance_abuse,CAUSES,0.038
e_0001272,d_drug_withdrawal,s_diarrhea,CAUSES,0.037
e_0001273,d_drug_withdrawal,s_vomiting,CAUSES,0.035
e_0001274,d_drug_withdrawal,s_panic_attack,CAUSES,0.03
e_0001275,d_drug_withdrawal,s_insomnia,CAUSES,0.027
e_0001276,d_drug_withdrawal,s_crying,CAUSES,0.024
e_0001277,d_drug_withdrawal,s_agitation,CAUSES,0.024
e_0001278,d_drug_withdrawal,s_racing_heartbeat,CAUSES,0.021
e_0001279,d_drug_withdrawal,s_chills,CAUSES,0.021
e_0001280,d_drug_withdrawal,s_fast_heart_rate,CAUSES,0.021
e_0001281,d_drug_withdrawal,s_confusion,CAUSES,0.02
e_0001282,d_drug_withdrawal,s_severe_anxiety,CAUSES,0.014
e_0001283,d_drug_withdrawal,s_cramping,CAUSES,0.014
e_0001284,d_drug_withdrawal,s_racing_thoughts,CAUSES,0.013
